2026-04-02 13:14:15 | INFO     | trainer | Starting training for 100 epochs.
2026-04-02 13:14:26 | INFO     | trainer | Epoch 0000 | train_loss: 9.16764 | train_recon: 8.55482 | train_kl: 42.65401 | val_loss: 306.66928 | val_recon: 7.02630 | val_kl: 149.81062 | val_elbo: 156.83692
2026-04-02 13:14:26 | INFO     | trainer | Epoch 0 completed in 10.7s
2026-04-02 13:14:38 | INFO     | trainer | Epoch 0001 | train_loss: 8.13411 | train_recon: 7.02409 | train_kl: 9.82946 | val_loss: 13.08929 | val_recon: 6.53185 | val_kl: 3.27840 | val_elbo: 9.81025
2026-04-02 13:14:38 | INFO     | trainer | Epoch 1 completed in 10.4s
2026-04-02 13:14:51 | INFO     | trainer | Epoch 0002 | train_loss: 7.85286 | train_recon: 6.92519 | train_kl: 1.09946 | val_loss: 8.50192 | val_recon: 6.46985 | val_kl: 1.01594 | val_elbo: 7.48579
2026-04-02 13:14:51 | INFO     | trainer | Epoch 2 completed in 10.4s
2026-04-02 13:15:03 | INFO     | trainer | Epoch 0003 | train_loss: 7.79546 | train_recon: 6.84818 | train_kl: 0.51518 | val_loss: 7.31454 | val_recon: 6.34248 | val_kl: 0.48597 | val_elbo: 6.82845
2026-04-02 13:15:03 | INFO     | trainer | Epoch 3 completed in 10.5s
2026-04-02 13:15:16 | INFO     | trainer | Epoch 0004 | train_loss: 7.70630 | train_recon: 6.74628 | train_kl: 0.30608 | val_loss: 6.81196 | val_recon: 6.24932 | val_kl: 0.28128 | val_elbo: 6.53060
2026-04-02 13:15:16 | INFO     | trainer | Epoch 4 completed in 10.5s
2026-04-02 13:15:28 | INFO     | trainer | Epoch 0005 | train_loss: 7.66283 | train_recon: 6.69283 | train_kl: 0.20776 | val_loss: 6.59570 | val_recon: 6.21736 | val_kl: 0.18914 | val_elbo: 6.40650
2026-04-02 13:15:28 | INFO     | trainer | Epoch 5 completed in 10.4s
2026-04-02 13:15:41 | INFO     | trainer | Epoch 0006 | train_loss: 7.63688 | train_recon: 6.66167 | train_kl: 0.14977 | val_loss: 6.44913 | val_recon: 6.18897 | val_kl: 0.13006 | val_elbo: 6.31903
2026-04-02 13:15:41 | INFO     | trainer | Epoch 6 completed in 10.6s
2026-04-02 13:15:53 | INFO     | trainer | Epoch 0007 | train_loss: 7.61082 | train_recon: 6.63207 | train_kl: 0.11292 | val_loss: 6.36231 | val_recon: 6.16619 | val_kl: 0.09805 | val_elbo: 6.26424
2026-04-02 13:15:53 | INFO     | trainer | Epoch 7 completed in 10.3s
2026-04-02 13:16:06 | INFO     | trainer | Epoch 0008 | train_loss: 7.58507 | train_recon: 6.60327 | train_kl: 0.08829 | val_loss: 6.27476 | val_recon: 6.12501 | val_kl: 0.07486 | val_elbo: 6.19988
2026-04-02 13:16:06 | INFO     | trainer | Epoch 8 completed in 10.7s
